"Code","State","Sector","Obs","Employment","Members","Covered","PctMem","PctCov","Year"
74,"Texas","Priv. Manufacturing",1438,1038637,118254,150238,11.4,14.5,1984
87,"Utah","Private",1981,458543,42005,49999,9.2,10.9,1984
87,"Utah","Public",559,124641,35367,49542,28.4,39.7,1984
87,"Utah","Priv. Construction",176,39884,6960,7175,17.4,18,1984
87,"Utah","Priv. Manufacturing",400,93489,12340,14561,13.2,15.6,1984
13,"Vermont","Private",1572,188333,12071,15411,6.4,8.2,1984
13,"Vermont","Public",313,36045,13036,17901,36.2,49.7,1984
13,"Vermont","Priv. Construction",102,12159,693,942,5.7,7.7,1984
13,"Vermont","Priv. Manufacturing",439,51063,7118,8570,13.9,16.8,1984
54,"Virginia","Private",2685,1879208,186100,230550,9.9,12.3,1984
54,"Virginia","Public",813,548420,72649,111071,13.2,20.3,1984
54,"Virginia","Priv. Construction",197,137471,12217,13515,8.9,9.8,1984
54,"Virginia","Priv. Manufacturing",657,466426,99737,124097,21.4,26.6,1984
91,"Washington","Private",1803,1212124,239729,277502,19.8,22.9,1984
91,"Washington","Public",500,344002,158559,193220,46.1,56.2,1984
91,"Washington","Priv. Construction",100,67478,20436,23020,30.3,34.1,1984
91,"Washington","Priv. Manufacturing",411,275639,108218,121788,39.3,44.3,1984
55,"West Virginia","Private",1372,459579,109692,116615,23.9,25.4,1984
55,"West Virginia","Public",371,124113,29969,40215,24.1,32.4,1984
55,"West Virginia","Priv. Construction",66,20801,7496,7676,36,36.9,1984
55,"West Virginia","Priv. Manufacturing",278,95587,39877,41209,41.7,43.1,1984
35,"Wisconsin","Private",2487,1672424,343880,367125,20.6,22,1984
35,"Wisconsin","Public",430,291269,139972,165754,48.1,56.9,1984
35,"Wisconsin","Priv. Construction",113,73697,24935,25571,33.8,34.7,1984
35,"Wisconsin","Priv. Manufacturing",807,542517,213700,226008,39.4,41.7,1984
83,"Wyoming","Private",1166,141740,16164,19195,11.4,13.5,1984
83,"Wyoming","Public",450,55549,14240,17712,25.6,31.9,1984
83,"Wyoming","Priv. Construction",107,13683,2095,2497,15.3,18.2,1984
83,"Wyoming","Priv. Manufacturing",71,8355,1829,1968,21.9,23.6,1984
63,"Alabama","Private",1527,1154373,156023,168244,13.5,14.6,1985
63,"Alabama","Public",371,290382,70591,86617,24.3,29.8,1985
63,"Alabama","Priv. Construction",82,61695,12937,14688,21,23.8,1985
63,"Alabama","Priv. Manufacturing",476,359881,90790,95193,25.2,26.5,1985
94,"Alaska","Private",1939,133415,22714,24762,17,18.6,1985
94,"Alaska","Public",824,57652,24990,28660,43.3,49.7,1985
94,"Alaska","Priv. Construction",203,14424,4885,5357,33.9,37.1,1985
94,"Alaska","Priv. Manufacturing",142,11236,2124,2190,18.9,19.5,1985
86,"Arizona","Private",1473,1006329,79151,93566,7.9,9.3,1985
86,"Arizona","Public",318,204463,36442,52147,17.8,25.5,1985
86,"Arizona","Priv. Construction",160,114021,22650,24960,19.9,21.9,1985
86,"Arizona","Priv. Manufacturing",274,188606,14666,17790,7.8,9.4,1985
71,"Arkansas","Private",1640,690572,65362,78752,9.5,11.4,1985
71,"Arkansas","Public",298,125114,26231,29671,21,23.7,1985
71,"Arkansas","Priv. Construction",95,39819,3761,3761,9.4,9.4,1985
71,"Arkansas","Priv. Manufacturing",487,202945,41488,48778,20.4,24,1985
93,"California","Private",12230,8721580,1378224,1534746,15.8,17.6,1985
93,"California","Public",2323,1686126,744897,951016,44.2,56.4,1985
93,"California","Priv. Construction",680,521788,160938,166479,30.8,31.9,1985
93,"California","Priv. Manufacturing",3158,2196503,408080,458091,18.6,20.9,1985
84,"Colorado","Private",1890,1156141,102491,115409,8.9,10,1985
84,"Colorado","Public",415,237751,62683,75664,26.4,31.8,1985
84,"Colorado","Priv. Construction",142,87485,13496,13944,15.4,15.9,1985
84,"Colorado","Priv. Manufacturing",311,195568,18264,21831,9.3,11.2,1985
16,"Connecticut","Private",2137,1286515,185587,200840,14.4,15.6,1985
16,"Connecticut","Public",303,182118,120876,125059,66.4,68.7,1985
16,"Connecticut","Priv. Construction",93,55012,10164,10164,18.5,18.5,1985
16,"Connecticut","Priv. Manufacturing",720,434587,88526,96096,20.4,22.1,1985
51,"Delaware","Private",1733,232344,29770,32058,12.8,13.8,1985
51,"Delaware","Public",317,42841,15848,18807,37,43.9,1985
51,"Delaware","Priv. Construction",129,17534,3233,3458,18.4,19.7,1985
51,"Delaware","Priv. Manufacturing",496,68188,16057,17335,23.5,25.4,1985
53,"D.C.","Private",1181,170170,23650,28198,13.9,16.6,1985
53,"D.C.","Public",731,103939,21558,30028,20.7,28.9,1985
53,"D.C.","Priv. Construction",54,8361,1720,2433,20.6,29.1,1985
53,"D.C.","Priv. Manufacturing",72,10220,2501,3177,24.5,31.1,1985
59,"Florida","Private",5929,3651653,195247,239432,5.3,6.6,1985
59,"Florida","Public",1097,680693,199922,276301,29.4,40.6,1985
59,"Florida","Priv. Construction",532,335315,28578,32630,8.5,9.7,1985
59,"Florida","Priv. Manufacturing",895,545421,44652,56066,8.2,10.3,1985
58,"Georgia","Private",2187,2018824,183056,200833,9.1,9.9,1985
58,"Georgia","Public",411,370181,56464,72236,15.3,19.5,1985
58,"Georgia","Priv. Construction",129,123718,11282,11282,9.1,9.1,1985
58,"Georgia","Priv. Manufacturing",614,550083,75778,85054,13.8,15.5,1985
95,"Hawaii","Private",1336,294779,58042,62699,19.7,21.3,1985
95,"Hawaii","Public",458,99343,51558,58505,51.9,58.9,1985
95,"Hawaii","Priv. Construction",88,18584,7821,8214,42.1,44.2,1985
95,"Hawaii","Priv. Manufacturing",100,21726,7571,7714,34.8,35.5,1985
82,"Idaho","Private",1729,288545,28148,31142,9.8,10.8,1985
82,"Idaho","Public",416,68649,13576,17295,19.8,25.2,1985
82,"Idaho","Priv. Construction",87,15191,2609,2609,17.2,17.2,1985
82,"Idaho","Priv. Manufacturing",336,56650,12172,13067,21.5,23.1,1985
33,"Illinois","Private",6307,3962306,762602,802550,19.2,20.3,1985
33,"Illinois","Public",1101,676083,269116,322329,39.8,47.7,1985
33,"Illinois","Priv. Construction",255,156650,81506,81506,52,52,1985
33,"Illinois","Priv. Manufacturing",1722,1095657,338108,351649,30.9,32.1,1985
32,"Indiana","Private",2606,1928295,400193,423428,20.8,22,1985
32,"Indiana","Public",425,309387,76458,100959,24.7,32.6,1985
32,"Indiana","Priv. Construction",132,101570,38271,40512,37.7,39.9,1985
32,"Indiana","Priv. Manufacturing",863,641275,269379,280344,42,43.7,1985
42,"Iowa","Private",1798,864777,125773,139449,14.5,16.1,1985
42,"Iowa","Public",418,201639,55912,73357,27.7,36.4,1985
42,"Iowa","Priv. Construction",73,37010,6720,6720,18.2,18.2,1985
42,"Iowa","Priv. Manufacturing",464,223555,84259,90056,37.7,40.3,1985
47,"Kansas","Private",1906,844166,95922,112249,11.4,13.3,1985
47,"Kansas","Public",386,166372,33037,45062,19.9,27.1,1985
47,"Kansas","Priv. Construction",101,44416,10628,10628,23.9,23.9,1985
47,"Kansas","Priv. Manufacturing",443,197650,46786,56317,23.7,28.5,1985
61,"Kentucky","Private",1663,1108348,181497,198838,16.4,17.9,1985
61,"Kentucky","Public",340,222467,37682,51939,16.9,23.3,1985
61,"Kentucky","Priv. Construction",78,52258,8504,11912,16.3,22.8,1985
61,"Kentucky","Priv. Manufacturing",429,281752,104603,112705,37.1,40,1985
72,"Louisiana","Private",1606,1236453,97412,104694,7.9,8.5,1985
72,"Louisiana","Public",405,305012,50536,68128,16.6,22.3,1985
72,"Louisiana","Priv. Construction",147,114773,12830,14433,11.2,12.6,1985
72,"Louisiana","Priv. Manufacturing",243,192223,41055,42688,21.4,22.2,1985
11,"Maine","Private",1608,375879,42217,48417,11.2,12.9,1985
11,"Maine","Public",343,78165,35261,41604,45.1,53.2,1985
11,"Maine","Priv. Construction",95,23412,2491,2788,10.6,11.9,1985
11,"Maine","Priv. Manufacturing",485,112041,29738,32011,26.5,28.6,1985
52,"Maryland","Private",2293,1439796,186689,226935,13,15.8,1985
52,"Maryland","Public",858,537022,143185,185970,26.7,34.6,1985
52,"Maryland","Priv. Construction",178,116875,21578,22905,18.5,19.6,1985
52,"Maryland","Priv. Manufacturing",363,229276,65697,72762,28.7,31.7,1985
14,"Massachusetts","Private",6308,2298917,298573,331928,13,14.4,1985
14,"Massachusetts","Public",1043,382889,196865,216487,51.4,56.5,1985
14,"Massachusetts","Priv. Construction",294,107876,26602,28816,24.7,26.7,1985
14,"Massachusetts","Priv. Manufacturing",1918,699451,141280,152555,20.2,21.8,1985
34,"Michigan","Private",5862,3008267,706622,758935,23.5,25.2,1985
34,"Michigan","Public",1030,524739,297844,312060,56.8,59.5,1985
34,"Michigan","Priv. Construction",249,128760,45718,48322,35.5,37.5,1985
34,"Michigan","Priv. Manufacturing",2111,1084771,458507,481350,42.3,44.4,1985
41,"Minnesota","Private",2324,1514763,252288,278066,16.7,18.4,1985
41,"Minnesota","Public",454,289567,155255,174600,53.6,60.3,1985
41,"Minnesota","Priv. Construction",106,69717,29852,29852,42.8,42.8,1985
41,"Minnesota","Priv. Manufacturing",560,353570,81678,89659,23.1,25.4,1985
64,"Mississippi","Private",1715,716754,60071,68450,8.4,9.6,1985
64,"Mississippi","Public",378,157137,21242,26096,13.5,16.6,1985
64,"Mississippi","Priv. Construction",95,39891,4361,5130,10.9,12.9,1985
64,"Mississippi","Priv. Manufacturing",524,223551,33438,38805,15,17.4,1985
43,"Missouri","Private",2462,1715825,327200,343340,19.1,20,1985
43,"Missouri","Public",436,310480,51138,75526,16.5,24.3,1985
43,"Missouri","Priv. Construction",137,94440,39667,41005,42,43.4,1985
43,"Missouri","Priv. Manufacturing",600,415515,132860,141441,32,34,1985
81,"Montana","Private",1580,222797,33244,36433,14.9,16.4,1985
81,"Montana","Public",526,72266,24026,30462,33.2,42.2,1985
81,"Montana","Priv. Construction",81,11871,4659,4659,39.2,39.2,1985
81,"Montana","Priv. Manufacturing",161,22465,8585,8730,38.2,38.9,1985
46,"Nebraska","Private",1763,504693,52099,63130,10.3,12.5,1985
46,"Nebraska","Public",406,114092,26721,35862,23.4,31.4,1985
46,"Nebraska","Priv. Construction",93,26647,5954,6526,22.3,24.5,1985
46,"Nebraska","Priv. Manufacturing",332,94954,21291,25921,22.4,27.3,1985
88,"Nevada","Private",1517,347720,67711,73971,19.5,21.3,1985
88,"Nevada","Public",289,67028,22002,28168,32.8,42,1985
88,"Nevada","Priv. Construction",108,24789,9522,9522,38.4,38.4,1985
88,"Nevada","Priv. Manufacturing",103,23762,3249,3906,13.7,16.4,1985
12,"New Hampshire","Private",1527,394138,27140,29817,6.9,7.6,1985
12,"New Hampshire","Public",242,61557,21667,24937,35.2,40.5,1985
12,"New Hampshire","Priv. Construction",132,33815,3892,4166,11.5,12.3,1985
12,"New Hampshire","Priv. Manufacturing",546,142169,13188,14409,9.3,10.1,1985
22,"New Jersey","Private",6182,2764440,524131,596215,19,21.6,1985
22,"New Jersey","Public",1188,535332,296841,340973,55.4,63.7,1985
22,"New Jersey","Priv. Construction",321,141108,52733,56313,37.4,39.9,1985
22,"New Jersey","Priv. Manufacturing",1726,784302,223120,248104,28.4,31.6,1985
85,"New Mexico","Private",1329,347716,30805,33086,8.9,9.5,1985
85,"New Mexico","Public",560,144017,18576,29363,12.9,20.4,1985
85,"New Mexico","Priv. Construction",116,31631,3601,3874,11.4,12.2,1985
85,"New Mexico","Priv. Manufacturing",133,36387,5529,5529,15.2,15.2,1985
21,"New York","Private",9660,5600562,1195264,1315988,21.3,23.5,1985
21,"New York","Public",2356,1360382,907003,982319,66.7,72.2,1985
21,"New York","Priv. Construction",442,256105,99326,103684,38.8,40.5,1985
21,"New York","Priv. Manufacturing",2261,1311252,376190,406257,28.7,31,1985
56,"North Carolina","Private",5534,2235233,106095,126622,4.7,5.7,1985
56,"North Carolina","Public",983,394363,60920,82840,15.4,21,1985
56,"North Carolina","Priv. Construction",342,135622,2781,3787,2.1,2.8,1985
56,"North Carolina","Priv. Manufacturing",2111,865923,60211,68801,7,7.9,1985
44,"North Dakota","Private",1689,186643,11891,14746,6.4,7.9,1985
44,"North Dakota","Public",533,57311,15975,19460,27.9,34,1985
44,"North Dakota","Priv. Construction",86,9769,2205,2709,22.6,27.7,1985
44,"North Dakota","Priv. Manufacturing",135,14499,2529,3392,17.4,23.4,1985
31,"Ohio","Private",6274,3606256,746986,793436,20.7,22,1985
31,"Ohio","Public",1106,635028,251972,297436,39.7,46.8,1985
31,"Ohio","Priv. Construction",253,144031,45415,46492,31.5,32.3,1985
31,"Ohio","Priv. Manufacturing",2068,1183604,465705,489033,39.3,41.3,1985
73,"Oklahoma","Private",1849,974788,79593,91394,8.2,9.4,1985
73,"Oklahoma","Public",475,250554,48797,59598,19.5,23.8,1985
73,"Oklahoma","Priv. Construction",107,56863,9062,9062,15.9,15.9,1985
73,"Oklahoma","Priv. Manufacturing",350,179431,37633,41599,21,23.2,1985
92,"Oregon","Private",1415,825121,138051,148473,16.7,18,1985
92,"Oregon","Public",341,194970,93525,112319,48,57.6,1985
92,"Oregon","Priv. Construction",64,39344,9444,10453,24,26.6,1985
92,"Oregon","Priv. Manufacturing",371,216195,58203,61945,26.9,28.7,1985
23,"Pennsylvania","Private",6441,4000760,765635,820998,19.1,20.5,1985
23,"Pennsylvania","Public",1017,623926,289751,353663,46.4,56.7,1985
23,"Pennsylvania","Priv. Construction",324,202236,58960,62573,29.2,30.9,1985
23,"Pennsylvania","Priv. Manufacturing",1874,1166203,408924,427577,35.1,36.7,1985
15,"Rhode Island","Private",1541,362579,46079,49684,12.7,13.7,1985
15,"Rhode Island","Public",281,64965,44135,48021,67.9,73.9,1985
15,"Rhode Island","Priv. Construction",63,15125,3373,3373,22.3,22.3,1985
15,"Rhode Island","Priv. Manufacturing",570,134722,21770,22982,16.2,17.1,1985
57,"South Carolina","Private",1800,1062490,40422,46498,3.8,4.4,1985
57,"South Carolina","Public",413,238161,18349,26017,7.7,10.9,1985
57,"South Carolina","Priv. Construction",164,98015,3682,4362,3.8,4.5,1985
57,"South Carolina","Priv. Manufacturing",620,360872,24279,28118,6.7,7.8,1985
45,"South Dakota","Private",1813,194216,14499,17421,7.5,9,1985
45,"South Dakota","Public",537,55852,13406,17088,24,30.6,1985
45,"South Dakota","Priv. Construction",82,8812,895,895,10.2,10.2,1985
45,"South Dakota","Priv. Manufacturing",275,29356,5660,6520,19.3,22.2,1985
62,"Tennessee","Private",1836,1491247,162565,189888,10.9,12.7,1985
62,"Tennessee","Public",397,320076,74278,91909,23.2,28.7,1985
62,"Tennessee","Priv. Construction",117,95171,15789,16545,16.6,17.4,1985
62,"Tennessee","Priv. Manufacturing",606,491779,93060,108652,18.9,22.1,1985
74,"Texas","Private",7279,5438056,306770,389645,5.6,7.2,1985
74,"Texas","Public",1396,1006093,167985,236593,16.7,23.5,1985
74,"Texas","Priv. Construction",646,494185,44988,50435,9.1,10.2,1985
74,"Texas","Priv. Manufacturing",1376,1047115,102495,135811,9.8,13,1985
87,"Utah","Private",1678,481118,38496,48344,8,10,1985
87,"Utah","Public",464,133782,31401,43559,23.5,32.6,1985
87,"Utah","Priv. Construction",118,33102,6337,6867,19.1,20.7,1985
87,"Utah","Priv. Manufacturing",334,96388,8243,11132,8.6,11.5,1985
13,"Vermont","Private",1434,185487,13113,15339,7.1,8.3,1985
13,"Vermont","Public",289,37067,15349,20103,41.4,54.2,1985
13,"Vermont","Priv. Construction",111,14610,1081,1221,7.4,8.4,1985
13,"Vermont","Priv. Manufacturing",372,48091,7172,8137,14.9,16.9,1985
54,"Virginia","Private",2296,1883993,161710,193771,8.6,10.3,1985
54,"Virginia","Public",682,550183,74266,102894,13.5,18.7,1985
54,"Virginia","Priv. Construction",180,151764,9460,13589,6.2,9,1985
54,"Virginia","Priv. Manufacturing",501,411171,76933,89551,18.7,21.8,1985
91,"Washington","Private",1473,1258797,233764,264816,18.6,21,1985
91,"Washington","Public",434,364100,172048,204351,47.3,56.1,1985
91,"Washington","Priv. Construction",89,79943,13538,16430,16.9,20.6,1985
91,"Washington","Priv. Manufacturing",295,254612,96279,107292,37.8,42.1,1985
55,"West Virginia","Private",1353,463815,102936,106222,22.2,22.9,1985
55,"West Virginia","Public",386,129383,31733,42104,24.5,32.5,1985
55,"West Virginia","Priv. Construction",75,25505,8088,8374,31.7,32.8,1985
55,"West Virginia","Priv. Manufacturing",279,95132,38367,40178,40.3,42.2,1985
35,"Wisconsin","Private",2251,1650440,293109,304138,17.8,18.4,1985
35,"Wisconsin","Public",411,302265,142803,159735,47.2,52.8,1985
35,"Wisconsin","Priv. Construction",96,71378,22117,22117,31,31,1985
35,"Wisconsin","Priv. Manufacturing",696,510484,186525,192467,36.5,37.7,1985
83,"Wyoming","Private",1282,146259,16327,19497,11.2,13.3,1985
83,"Wyoming","Public",436,48407,10443,14694,21.6,30.4,1985
83,"Wyoming","Priv. Construction",124,14310,1212,1321,8.5,9.2,1985
83,"Wyoming","Priv. Manufacturing",66,7311,1097,1097,15,15,1985
63,"Alabama","Private",1317,1192763,157251,175814,13.2,14.7,1986
63,"Alabama","Public",341,308744,78310,96309,25.4,31.2,1986
63,"Alabama","Priv. Construction",81,76036,13991,16976,18.4,22.3,1986
63,"Alabama","Priv. Manufacturing",426,382970,103149,112602,26.9,29.4,1986
94,"Alaska","Private",1896,131243,16933,19734,12.9,15,1986
94,"Alaska","Public",885,67064,29149,33317,43.5,49.7,1986
94,"Alaska","Priv. Construction",136,9146,3427,3560,37.5,38.9,1986
94,"Alaska","Priv. Manufacturing",121,9259,1250,1842,13.5,19.9,1986
86,"Arizona","Private",1429,1067804,58949,71074,5.5,6.7,1986
86,"Arizona","Public",315,228027,47374,69871,20.8,30.6,1986
86,"Arizona","Priv. Construction",159,121161,19392,19885,16,16.4,1986
86,"Arizona","Priv. Manufacturing",241,180085,8877,12903,4.9,7.2,1986
71,"Arkansas","Private",1658,686781,64021,79695,9.3,11.6,1986
71,"Arkansas","Public",373,152526,18486,23997,12.1,15.7,1986
71,"Arkansas","Priv. Construction",88,36636,2302,2302,6.3,6.3,1986
71,"Arkansas","Priv. Manufacturing",489,205232,42216,52106,20.6,25.4,1986
93,"California","Private",11595,9163602,1390162,1540196,15.2,16.8,1986
93,"California","Public",2152,1725963,787236,974824,45.6,56.5,1986
93,"California","Priv. Construction",681,581759,170070,177331,29.2,30.5,1986
93,"California","Priv. Manufacturing",2978,2328025,440894,481669,18.9,20.7,1986
84,"Colorado","Private",1602,1120307,104763,122978,9.4,11,1986
84,"Colorado","Public",353,242691,65640,78745,27,32.4,1986
84,"Colorado","Priv. Construction",119,85692,16532,16532,19.3,19.3,1986
84,"Colorado","Priv. Manufacturing",263,186145,20843,27635,11.2,14.8,1986
16,"Connecticut","Private",2075,1320507,175918,189117,13.3,14.3,1986
16,"Connecticut","Public",281,180833,112563,121774,62.2,67.3,1986
16,"Connecticut","Priv. Construction",110,70079,17590,18240,25.1,26,1986
16,"Connecticut","Priv. Manufacturing",667,429858,76901,86345,17.9,20.1,1986
51,"Delaware","Private",1703,245401,30220,33876,12.3,13.8,1986
51,"Delaware","Public",271,39758,17548,20287,44.1,51,1986
51,"Delaware","Priv. Construction",108,15158,2285,2728,15.1,18,1986
51,"Delaware","Priv. Manufacturing",459,66941,12730,14065,19,21,1986
53,"D.C.","Private",1214,179231,23361,29192,13,16.3,1986
53,"D.C.","Public",672,99491,21320,28603,21.4,28.7,1986
53,"D.C.","Priv. Construction",59,9162,3024,3024,33,33,1986
53,"D.C.","Priv. Manufacturing",70,10024,1881,2449,18.8,24.4,1986
59,"Florida","Private",6321,3878489,193384,234795,5,6.1,1986
59,"Florida","Public",1209,734233,201529,287133,27.4,39.1,1986
59,"Florida","Priv. Construction",566,354996,28760,32783,8.1,9.2,1986
59,"Florida","Priv. Manufacturing",900,563638,53893,61174,9.6,10.9,1986
58,"Georgia","Private",1872,2140327,186791,217759,8.7,10.2,1986
58,"Georgia","Public",363,414969,55847,80039,13.5,19.3,1986
58,"Georgia","Priv. Construction",120,140135,12904,14676,9.2,10.5,1986
58,"Georgia","Priv. Manufacturing",487,551324,80803,84283,14.7,15.3,1986
95,"Hawaii","Private",1305,302111,65045,70453,21.5,23.3,1986
95,"Hawaii","Public",446,104091,53498,58958,51.4,56.6,1986
95,"Hawaii","Priv. Construction",67,15526,8783,8979,56.6,57.8,1986
95,"Hawaii","Priv. Manufacturing",98,23222,7232,7765,31.1,33.4,1986
82,"Idaho","Private",1653,287697,29316,33345,10.2,11.6,1986
82,"Idaho","Public",399,67966,13394,18078,19.7,26.6,1986
82,"Idaho","Priv. Construction",94,16736,1867,2039,11.2,12.2,1986
82,"Idaho","Priv. Manufacturing",300,53169,13108,14408,24.7,27.1,1986
33,"Illinois","Private",6361,4029949,761461,807528,18.9,20,1986
33,"Illinois","Public",1085,682052,296113,349318,43.4,51.2,1986
